DrugName,Manufacturer,NAFDAC_Number,Barcode,BatchNumber,ExpiryDate,DosageForm,Strength,PackageSize,Country,Label
Magic Cure Pill,MedExpress Ltd,D61-603,4716504,BATCH-734,12/11/2025,Sachet,1g,1 tube,India,Suspicious
MegaVit Plus,DrugKing Industries,X16-715,0000000000000,BATCH-867,2022-01-25,cream,???,20 capsules,Pakistan,Suspicious
Ranitidine,Tuyil Pharmaceutical Industries,X1-4510,6197529883222,BN26-1714,2027-06-13,Tablet,5mg,100 tablets,Nigeria,Genuine
Metronidazol,Drugfield Pharmaceuticals Ltd,B-22,0000000000000,UNKNOWN,,sACHET,250mg/5ml,20 tablets,Pakistan,Suspicious
Loperamide,Bioraj Pharmaceuticals Ltd,V1-7102,6198268687645,BN24-9649,2026-09-11,Injection,5mg,200ml bottle,Nigeria,Genuine
Loperamide,Neimeth International Pharmaceuticals,Y8-1529,6195719838632,B26-4812,2026-07-13,Ointment,500mg/5ml,5 vials,Nigeria,Genuine
Omeprazole,Tuyil Pharmaceutical Industries,X1-3527,6195521376032,L25-4798,2027-02-09,Cream,250mg/5ml,30g tube,Nigeria,Genuine
Vitamin B Complex,Evans Medical Plc,U6-7848,6193453372207,BN24-9728,2026-03-04,Drops,100mg,30 tablets,Nigeria,Genuine
Ciprofloxacin,Pfizer Nigeria,C7-9108,6199876829960,B25-2621,2027-06-17,Sachet,200mg,100ml bottle,Nigeria,Genuine
Omeprazole,Mopson Pharmaceutical Ltd,D0-3043,6197490753999,B26-3931,2028-05-10,Sachet,125mg/5ml,30 tablets,Nigeria,Genuine
Multivitamin,Juhel Nigeria Ltd,G7-9521,6192143395274,LOT24-6516,2029-12-09,Sachet,50mg,200ml bottle,Nigeria,Genuine
Lonrat,GoodHealth Generics,AN-BRYX,1111111111111,37,13/12/2025,Powder,10mg,N/A,Nigeria,Suspicious
  Chloroquine ,Emzor Pharmaceutical Industries,P2-1130,6193827777119,BATCH-117,???,  Suspension ,500mg,1 pack,Nigeria,Suspicious
Folic Acid,Pfizer Nigeria,,6196684482370,BT26-3174,2029-10-25,Capsule,500mg/5ml,30 tablets,Nigeria,Genuine
Trmaadol,Hovid Nigeria Ltd,L9-770370,6197592041550,68,,  Suspension ,500mg/5ml,200ml bottle,Ghana,Suspicious
Ampiclox,Tuyil Pharmaceutical Industries,W3-6287,6192410397734,B25-4063,2027-08-17,Capsule,500mg/5ml,1 vial,Nigeria,Genuine
SPIRONOLACTONE,BioFix Pharmaceuticals,VD-NFKF,2222222222222,N/A,N/A,Crema,???,1 tube,China,Suspicious
Erythromycin,Tuyil Pharmaceutical Industries,L4-9552,6195819324264,B25-8129,2028-11-04,Powder,20mg,5 vials,Nigeria,Genuine
Cotrimoxazole,Tuyil Pharmaceutical Industries,X8-9626,6199128672870,??,26/09/2026,  Sachet ,1g,10 tablets,Unknown,Suspicious
Multivitamin,Dana Pharmaceuticals Ltd,W4-5908,6198838425363,LOT25-2359,2026-06-11,Tablet,50mg,100ml bottle,Nigeria,Genuine
Hydrocortisone,CureFast Pharmaceuticals,D9-627552,349212233998215900,N/A,2021-11-23,Tabelt,5mg,1 tube,Unknown,Suspicious
Amoxil,May & Baker Nigeria Plc,T6-2309,6197015959196,LOT26-5327,2029-06-24,Drops,10mg,100ml bottle,Nigeria,Genuine
Emzor Paracetamol,Sanofi Nigeria,D1-4909,6195996605774,B26-0710,2029-11-24,Ointment,125mg/5ml,10 tablets,Nigeria,Genuine
Nifedipine,Sanofi Nigeria,J7-1272,6195516940972,LOT26-9577,2027-12-02,Sachet,50mg,30 tablets,Nigeria,Genuine
Amoxil,Fidson Healthcare Plc,L2-7355,6193840911224,LOT24-8653,2027-08-25,Cream,500mg,20 capsules,Nigeria,Genuine
Tetracycline,Sunrise Medications,C8-339002,37244,UNKNOWN,???,Cream,100mg,200ml bottle,India,Suspicious
fERROUS sULPHATE,Evans   Medical  Plc,C-99550,bttGFks5BoEpC,N/A,N/A,POWDER,N/A,30g tube,India,Suspicious
Ampiclox,Drugfield Pharmaceuticals Ltd,Y1-3526,6194620952000,LOT25-1717,2028-03-14,Cream,400mg,60ml bottle,Nigeria,Genuine
Ranitidine,Juhel Nigeria Ltd,T2-7967,6192494514751,LOT26-1351,2026-03-25,Syrup,10mg,30 tablets,Nigeria,Genuine
Nifedipine,Sanofi Nigeria,L8-3071,6198190221795,L26-8927,2026-03-10,Powder,5mg,100 tablets,Nigeria,Genuine
Lisinopril,Nigerian German Chemicals Plc,D9-6830,6193056418494,BT25-8969,2028-07-15,Sachet,500mg,200ml bottle,Nigeria,Genuine
Amoxicillin,Pharma Deko Plc,E3-7054,6194662265403,BN25-5572,2028-04-02,Tablet,250mg/5ml,5 vials,Nigeria,Genuine
Lonart,Dana Pharmaceuticals Ltd,F9-1692,6191620478769,B26-6717,2029-11-17,Cream,500mg/5ml,1 vial,Nigeria,Genuine
Ibuprofen,SKG Pharma Ltd,K5-1889,6193758997570,BN24-3733,2026-06-12,Injection,5mg,200ml bottle,Nigeria,Genuine
Azithromycin,Neimeth International Pharmaceuticals,Q7-6706,6197177514011,BN25-1891,2027-12-08,Powder,100mg,200ml bottle,Nigeria,Genuine
Cotrimoxazole,Tuyil Pharmaceutical Industries,A8-1063,6198974748593,B25-6745,2028-02-17,Suspension,500mg/5ml,1 vial,Nigeria,Genuine
Tramadol,Evans Medical Plc,O1-8679,6194648877194,BN25-5380,2028-01-03,Suspension,125mg/5ml,1 vial,Nigeria,Genuine
Loperamide,Pharma Deko Plc,L5-8743,6199220300442,B25-5087,2029-02-05,Sachet,200mg,1 vial,Nigeria,Genuine
Doxycycline,Hovid Nigeria Ltd,Z8-8904,6192588744958,L26-2362,2026-12-08,Drops,500mg/5ml,1 tube,Nigeria,Genuine
Erythromycin,QuickCure Labs,R081I1,5591698331,UNKNOWN,10/11/2026,Tablet,5mg,1 vial,Nigeria,Suspicious
Glibenlcamide,NovaDrug Industries,jkNX,NfOepV8FnC8dd,btHbug,,Syrup,500mg/5ml,20 capsules,India,Suspicious
Furosemide,Sanofi Nigeria,E3-1797,6194501896164,LOT24-4033,2029-02-01,Suspension,100mg,60ml bottle,Nigeria,Genuine
Amoxil,Fidson Healthcare Plc,E4-1510,6195682996292,BN25-5252,2026-05-14,Capsule,50mg,100 tablets,Nigeria,Genuine
Promethazine,Pharma Deko Plc,C1-1914,6198046619639,B26-0273,2029-07-15,Ointment,1g,1 vial,Nigeria,Genuine
Paracetmol,PharmaFast Nigeria,A9-8834,2222222222222,BATCH-354,13/01/2026,  Sachet ,N/A,1 vial,Unknown,Suspicious
Chlorpheniramine,GlaxoSmithKline Nigeria,W0-8173,6197119918082,BN24-2034,2027-06-06,Injection,250mg/5ml,100ml bottle,Nigeria,Genuine
Gentamicin,SKG Pharma Ltd,Q2-8435,6194117674125,LOT26-2008,2028-02-24,Suspension,250mg/5ml,20 tablets,Nigeria,Genuine
  Amoxil ,SKG PHARMA LTD,-1567,6193695756292,BATCH-154,27/08/2025,Powder,125mg/5ml,5 vials,Nigeria,Suspicious
Augmentin,GoodHealth Generics,c9XPjbo4Q,wrDRW1QQiNmBd,N/A,UNKNOWN,Suspension,5mg,N/A,Unknown,Suspicious
Amoxicillin,Chi Pharmaceuticals Ltd,R2-7486,6192542041239,BN26-0670,2028-08-15,Syrup,500mg,10 capsules,Nigeria,Genuine
Augmenti,MedExpress Ltd,FrT20TF,rSc4b5z5vvRVn,BATCH-500,,Syrup,N/A,5 vials,India,Suspicious
Diazepam,Evans Medical Plc,E9-1197,6194588679254,BT26-8309,2028-09-12,Ointment,50mg,5 vials,Nigeria,Genuine
promethazine,Pharma   Deko  Plc,Q2-151228,3YfmGlVf9yb3r,YKWhGMdP,,Tbalet,20mg,1 vial,Nigeria,Suspicious
Metronidazol,Drugfield hParmaceuticals Ltd,NOT REGISTERED,7777777777777,??,2021-04-22,Powdre,125mg/5ml,1 tube,China,Suspicious
Erythromycin,Emzor Pharmaceutical Industries,R9-4253,6191992550278,BT25-5284,2026-11-14,Injection,5mg,1 tube,Nigeria,Genuine
folic acid,DrugKing Industries,D5-8437,686127793333569420,nPxYeTL,2022-01-24,Onitment,500mg,60ml bottle,Nigeria,Suspicious
Ranitidine,Neimeth International Pharmaceuticals,M6-8432,6195254599104,BT24-0915,2026-05-15,Ointment,50mg,1 vial,Nigeria,Genuine
Super Paracetamol,AlphaHealth Industries,HX-HYHW,3876738,BATCH-279,24/06/2026,Drops,125mg/5ml,1 pack,Pakistan,Suspicious
Cotrimoxazole,Swiss Pharma Nigeria Ltd,V4-8491,6195107991185,BT26-4445,2027-06-03,Suspension,10mg,10 capsules,Nigeria,Genuine
Antacid,CureFast Pharmaceuticals,P0-2040,309442386020508983,OodnEEw,2023-10-16,Sachet,400mg,200ml bottle,India,Suspicious
Amoxil,Swiss Pharma Nigeria Ltd,J7-9665,6194171594971,BT25-4841,2027-01-11,Suspension,50mg,200ml bottle,Nigeria,Genuine
Amoxil,Mopson Pharmaceutical Ltd,O1-8145,6191768802945,BT25-0844,2026-12-07,Ointment,50mg,5 vials,Nigeria,Genuine
Cotrimoxazole,Evans Medical Plc,U2-2975,6194764925151,B24-8121,2029-07-16,Injection,1g,1 vial,Nigeria,Genuine
Doxycycline,May & Baker Nigeria Plc,E2-4281,6195697252178,LOT26-2997,2028-11-02,Tablet,50mg,10 capsules,Nigeria,Genuine
Ciprofloxacin,Pharma Deko Plc,T0-7837,6191812054641,L26-5694,2028-09-20,Cream,400mg,100ml bottle,Nigeria,Genuine
Ampiclox,Dana Pharmaceuticals Ltd,T4-4183,6191290878142,BN25-1708,2027-12-19,Drops,10mg,20 capsules,Nigeria,Genuine
Vitamin C,GlaxoSmithKline Nigeria,C1-1139,6192867120077,BT24-2286,2028-06-22,Cream,125mg/5ml,1 vial,Nigeria,Genuine
Prednisolone,Evans Medical Plc,E5-6727,6191360908588,BN26-2115,2026-05-11,Tablet,100mg,10 capsules,Nigeria,Genuine
Metronidazole,Emzor Pharmaceutical Industries,T4-3452,6191410527691,B24-9794,2029-09-02,Sachet,250mg/5ml,30 tablets,Nigeria,Genuine
Glibenclamide,Neimeth International Pharmaceuticals,S8-4639,6194301871866,BT25-5306,2026-11-12,Ointment,100mg,1 tube,Nigeria,Genuine
Flagly,May & Baker   Nigeria  Plc,f0-7524,5M2Mty3UBz8zX,BATCH-538,2023-01-05,cream,???,60ml bottle,China,Suspicious
Ferrous Sulphate,May & Baker Nigeria Plc,I7-2314,6195802909041,L24-7802,2029-07-02,Injection,250mg/5ml,60ml bottle,Nigeria,Genuine
Paracetmol,DrugKing Industries,C4-1554,0000000000000,dnOXsAa,2020-01-10,  Tablet ,UNKNOWN,200ml bottle,India,Suspicious
Lonart,Mopson Pharmaceutical Ltd,P7-3798,6194599281613,LOT26-1262,2028-09-15,Ointment,1g,60ml bottle,Nigeria,Genuine
Ciprofloxacn,SuperCure Pharma,7ucsP,5555555555555,??,08/11/2025,Powder,500mg/5ml,1 vial,India,Suspicious
Ranitidine,Sanofi Nigeria,I1-5082,6192109720218,L24-7946,2028-05-28,Powder,10mg,100 tablets,Nigeria,Genuine
Super Paracetamol,NovaDrug Industries,-6532,6199096459879,81,24/01/2025,Capsule,???,60ml bottle,India,Suspicious
Amoxciillin,Healwell Pharma Ltd,N/A,6194164776315,YlQKgxyi,13/02/2026,Powedr,5mg,30g tube,Pakistan,Suspicious
Lonart DS Extra,Bioraj Pharmaceuticals Ltd,U-89,754807,llLtu,2021-12-20,capsule,500mg/5ml,1 vial,Ghana,Suspicious
Spironolactone,Neimeth International Pharmaceuticals,X6-6047,6190270116861,LOT26-7160,2027-03-12,Syrup,250mg/5ml,30 tablets,Nigeria,Genuine
Omeprazole,HealthMax Pharma,z6-7077,vmqwcPGuWhqzW,DyhrKox,2022-04-03,Injection,200mg,200ml bottle,China,Suspicious
ORS,Swiss Pharma Nigeria Ltd,G6-6786,6193377460400,L25-2698,2026-01-24,Drops,5mg,10 capsules,Nigeria,Genuine
Gentaimcin,DrugKing Industries,cgPC,2983584480,xdUY,N/A,Cream,125mg/5ml,60ml bottle,Pakistan,Suspicious
Antacid,Bioraj Pharmaceuticals Ltd,Y4-9991,6197920698043,BT24-4753,2027-12-20,Injection,500mg,100ml bottle,Nigeria,Genuine
Amlodipine,May & Baker Nigeria Plc,B0-3490,6197221425737,BN25-0533,2028-04-19,Capsule,500mg/5ml,100 tablets,Nigeria,Genuine
Tetracycline,GlaxoSmithKline Nigeria,B2-9067,6192614933165,BT25-3222,2028-02-25,Ointment,500mg,5 vials,Nigeria,Genuine
,Fidson Healthcare Plc,S9-5240,6191013721519,BN25-0929,2027-10-14,Ointment,50mg,10 tablets,Nigeria,Genuine
Diazepam,HealthMax Pharma,I0-416963,6193109077180,31,UNKNOWN,suspension,???,100ml bottle,Unknown,Suspicious
Flagyl,Dana Pharmaceuticals Ltd,Q7-4545,,,2027-09-10,Cream,250mg/5ml,20 capsules,Nigeria,Genuine
Flagyl,GlaxoSmithKline Nigeria,L4-7135,6194470229604,LOT25-3632,2027-12-16,Tablet,250mg,200ml bottle,Nigeria,Genuine
Metformin,Pfizer Nigeria,A0-7250,6193140352635,LOT25-0833,2027-03-20,Suspension,1g,5 vials,Nigeria,Genuine
  Vitamin  C,TopNotch Drugs Ltd,M-46,4444444444444,91,2023-04-16,  Sachet ,500mg,100ml bottle,Pakistan,Suspicious
Chloroquine,CureFast Pharmaceuticals,-6389,6199308227814,BATCH-435,2023-10-17,SYRUP,250mg,1 pack,China,Suspicious
Augmenti,SuperCure Pharma,NOT REGISTERED,3vhjVr4rSCbVz,10,,Saceht,50mg,5 vials,Unknown,Suspicious
ors,WonderDrug Co,NOT REGISTERED,fnVgNsPd0EKNq,48,UNKNOWN,SYRUP,50mg,200ml bottle,Ghana,Suspicious
Emzor Paracetamol,SKG Pharma Ltd,M2-4272,6193477433267,B24-1509,2026-11-22,Capsule,200mg,10 tablets,Nigeria,Genuine
Magic Cure Pill,NovaDrug Industries,QE-HWJE,138078,72,18/01/2026,  Ointment ,1g,1 tube,Pakistan,Suspicious
Nifedipine,Sanofi Nigeria,N8-7492,6198008529464,B24-2606,2026-11-22,Drops,50mg,10 capsules,Nigeria,Genuine
Glibenclamide,Mopson Pharmaceutical Ltd,G0-2281,6192398472300,BT25-2259,2026-03-18,Injection,50mg,20 tablets,Nigeria,Genuine
Amaetm,  Evans  Medical Plc,77E799,5962751934,UNKNOWN,N/A,capsule,1g,1 vial,Unknown,Suspicious
Magic Cure Pill,NovaDrug Industries,E6EYOX,6194460957722,BATCH-544,2020-11-18,Suspensino,400mg,10 tablets,Pakistan,Suspicious
Super Paracetamol,SuperCure Pharma,NONE,37522964842109222514,BATCH-396,,DROPS,???,30g tube,Unknown,Suspicious
amoxil,CureFast Pharmaceuticals,AH-ECUY,ghzekNuIr1y2d,29,2022-07-14,  Tablet ,400mg,100ml bottle,Pakistan,Suspicious
Nifedipine,Pharma Deko Plc,V8-5684,6196081062007,BT25-2736,2028-11-09,Syrup,500mg,1 tube,Nigeria,Genuine
Amoxicillin,Fidson Healthcare Plc,J3-7625,6193495788561,B25-5864,2029-05-10,Injection,200mg,20 tablets,Nigeria,Genuine
Augmentin,Chi Pharmaceuticals Ltd,H9-9473,6199830650319,BT24-9157,2026-05-03,Powder,400mg,100ml bottle,Nigeria,Genuine
Paracetamol,Nigerian German Chemicals Plc,N7-5227,6199843624185,L24-3571,2029-10-02,Suspension,20mg,30 tablets,Nigeria,Genuine
ORS,MedExpress Ltd,J6-6935,6195317087302,MeIM,07/07/2026,suspension,500mg/5ml,1 pack,China,Suspicious
Flagy,PharmaPlus International,EK-LMMO,7777777777777,RqzZ,2022-04-25,  Powder ,10mg,N/A,Unknown,Suspicious
Panado,HealthMax Pharma,63RJLB,0000000000000,BATCH-761,08/08/2025,Ointment,UNKNOWN,20 tablets,India,Suspicious
Paracetmol,  Sanofi  Nigeria,PQ-ZWYQ,tQNpXr0cy4kAx,BATCH-227,19/02/2026,Talbet,125mg/5ml,60ml bottle,Pakistan,Suspicious
Flagyl,Chi Pharmaceuticals Ltd,V9-6531,6199001094393,L26-0596,2029-11-18,Injection,125mg/5ml,10 capsules,Nigeria,Genuine
Amoxil,NovaDrug Industries,PENDING,0000000000000,BATCH-742,2021-08-09,Injection,N/A,10 tablets,Pakistan,Suspicious
Ferrous Sulphate,Neimeth International Pharmaceuticals,R0-3930,6197481242112,LOT24-9248,2029-11-17,Syrup,10mg,10 tablets,Nigeria,Genuine
Prednisolone,Juhel Nigeria Ltd,Y3-4876,6191266109416,BN26-1294,2029-06-20,Tablet,100mg,20 capsules,Nigeria,Genuine
aZITHROMYCIN,pharma deko plc,5mUIv,8pM1OyCfR97qm,VuWwsD,2023-04-27,Cream,400mg,100 tablets,Ghana,Suspicious
Flagyl,Evans Medical Plc,E6-5563,6192364281318,B24-9481,2027-05-18,Drops,20mg,30 tablets,Nigeria,Genuine
Erythromycin,Neimeth International Pharmaceuticals,E2-8749,6190267288571,LOT25-9310,2026-07-04,Syrup,500mg,100 tablets,Nigeria,Genuine
Chlorpheniramine,Fidson Healthcare Plc,V3-7615,6191939909169,B26-8665,2028-05-07,Cream,200mg,10 capsules,Nigeria,Genuine
Emzor Paracetamol,Mopson Pharmaceutical Ltd,P1-8175,6193203093765,BN26-5141,2029-09-27,Drops,500mg,10 tablets,Nigeria,Genuine
Amoxicillin,Bioraj Pharmaceuticals Ltd,D8-7519,6197024403307,LOT26-2125,2029-11-13,Syrup,250mg/5ml,10 capsules,Nigeria,Genuine
Lisinopril,Tuyil Pharmaceutical Industries,H0-9655,6190695814670,BN25-5781,2029-12-14,Tablet,100mg,10 capsules,Nigeria,Genuine
Vitamin CC,BestPills International,-4010,699452,peGMfv,2023-11-13,  Sachet ,250mg,10 capsules,China,Suspicious
Diclofenac,Emzor Pharmaceutical Industries,Q7-1011,6195932525005,BT26-2420,2026-09-28,Cream,250mg,20 capsules,Nigeria,Genuine
Coartem,Sanofi Nigeria,K1-7467,6193211197875,BN26-0891,2027-04-19,Capsule,125mg/5ml,5 vials,Nigeria,Genuine
Folic Acid,Pharma Deko Plc,T8-2894,6196934060884,BT25-7166,2026-11-11,Sachet,10mg,5 vials,Nigeria,Genuine
Diclofenac,Mopson Pharmaceutical Ltd,S5-5771,6194294774229,BT26-4889,2029-05-21,Suspension,500mg,100 tablets,Nigeria,Genuine
Coartem,MedLine Drugs Ltd,NONE,6191493181377,98,2021-09-24,Tabelt,500mg,100ml bottle,Nigeria,Suspicious
Amoxicilin,HealthMax Pharma,PENDING,927431266656023,52,2023-06-11,  Powder ,400mg,200ml bottle,Unknown,Suspicious
Paracetmol,NovaDrug Industries,N9-2676,6198962980561,1,2023-11-12,  Suspension ,UNKNOWN,N/A,Nigeria,Suspicious
MegaVit Plus,GoodHealth Generics,S-84,6194814140138,BATCH-635,2020-05-28,Syrup,125mg/5ml,10 capsules,Nigeria,Suspicious
Artemether Lumefantrine,Pfizer Nigeria,A2-6789,6195618444217,B24-9936,2029-05-16,Powder,500mg/5ml,20 tablets,Nigeria,Genuine
Amoxiclilin,HealthMax Pharma,-9597,ZcTnOS7P7sW2k,UNKNOWN,,Tbalet,100mg,1 pack,Unknown,Suspicious
Erythromycin,BioFix Pharmaceuticals,M8-9548,6199244940396,BATCH-096,14/02/2025,Ijnection,50mg,100ml bottle,Nigeria,Suspicious
Amoxicilin,GoodHealth Generics,LU-HVJV,859271436,BATCH-492,UNKNOWN,Drops,20mg,N/A,Nigeria,Suspicious
Ibuprofen,Mopson Pharmaceutical Ltd,W8-7399,6198122595727,LOT26-5063,2029-02-27,Drops,20mg,100ml bottle,Nigeria,Genuine
ors,Neimeth International Pharmaceuticals,NZAF9K,192474350697820,65,05/02/2025,  Syrup ,400mg,60ml bottle,Pakistan,Suspicious
Hydrocortisone,Chi Pharmaceuticals Ltd,Y6-4312,6194755752254,BN24-3209,2028-09-23,Powder,400mg,30g tube,Nigeria,Genuine
Diclofenac,Swiss Pharma Nigeria Ltd,Z9-9550,6197698936521,B25-4671,2029-02-14,Capsule,1g,30g tube,Nigeria,Genuine
Ranitidine,Neimeth International Pharmaceuticals,A0-5076,6193542168940,BT24-0849,2028-05-15,Powder,1g,200ml bottle,Nigeria,Genuine
Magic Cure Pill,AlphaHealth Industries,N7-133847,7777777777777,xGRShSA,2023-09-17,Injection,N/A,10 capsules,India,Suspicious
Lonart,Bioraj Pharmaceuticals Ltd,N3-9774,6195588195973,L24-1643,2029-09-17,Tablet,250mg/5ml,10 tablets,Nigeria,Genuine
Tramadol,Hovid Nigeria Ltd,Q6-9951,6193452734662,L25-1449,2029-01-16,Capsule,10mg,200ml bottle,Nigeria,Genuine
  ORS ,MedExpress Ltd,-6260,6191979336864,JmdJbDY,UNKNOWN,  Tablet ,250mg/5ml,1 tube,Pakistan,Suspicious
Amoxiicllin,WonderDrug Co,CPHT10,6192458198706,BATCH-033,2020-06-07,Ointmnet,???,10 capsules,Unknown,Suspicious
Loperamide,Chi Pharmaceuticals Ltd,R1-2070,6193904383035,LOT24-9440,2026-10-26,Drops,500mg,10 tablets,Nigeria,Genuine
Omeprazole,GlaxoSmithKline Nigeria,I4-5433,6197189395301,B25-9522,2026-07-16,Ointment,400mg,1 tube,Nigeria,Genuine
Promethazine,Pharma Deko Plc,C8-5177,6194626714626,B24-1256,2028-11-23,Suspension,,20 capsules,Nigeria,Genuine
Vitamin CC,MedLine Drugs Ltd,ER-ZRGH,2465684154635175,UNKNOWN,25/02/2026,Capsule,500mg/5ml,30g tube,India,Suspicious
Prednisolone,Dana Pharmaceuticals Ltd,A0-9419,6196966101685,BT24-1430,2027-10-11,Tablet,500mg,20 tablets,Nigeria,Genuine
Nifedipine,May & Baker Nigeria Plc,J5-2448,6199577825582,B24-5354,2028-07-06,Sachet,20mg,20 capsules,Nigeria,Genuine
Lonart,Dana Pharmaceuticals Ltd,M7-5049,6190371837641,LOT24-0791,2026-05-16,Injection,200mg,20 capsules,Nigeria,Genuine
Lonart,Evans Medical Plc,Q4-7691,6195648236622,B26-5030,2029-09-27,Tablet,400mg,10 capsules,Nigeria,Genuine
Amoxicilin,BioFix Pharmaceuticals,V-99,ziCObgkQJpkd1,N/A,18/06/2026,POWDER,500mg,1 tube,Pakistan,Suspicious
Amoxicillin,Pfizer Nigeria,D8-5578,6193579786308,LOT24-6001,2026-12-11,Drops,200mg,1 vial,Nigeria,Genuine
Ciprofloxacn,FastRelief Drugs,SxMrCZsG,0000000000000,90,2023-07-06,sACHET,100mg,1 tube,Nigeria,Suspicious
Diclofenac,,Y3-2083,6192797573660,BN26-6332,2028-07-20,Sachet,1g,200ml bottle,Nigeria,Genuine
Amoxil,Hovid Nigeria Ltd,U0-2498,6191950927111,LOT24-7102,2026-12-02,Cream,200mg,30g tube,Nigeria,Genuine
Amlodipine,WonderDrug Co,J2-4018,26625650,BATCH-300,2020-05-28,  Injection ,500mg,30g tube,Pakistan,Suspicious
Glibenclamide,Dana Pharmaceuticals Ltd,N8-4127,6191472760128,BT26-7395,2029-08-01,Drops,1g,100 tablets,Nigeria,Genuine
Erythromycin,Pharma Deko Plc,D8-7593,6193239791376,B25-6445,2028-11-12,Suspension,500mg,10 tablets,Nigeria,Genuine
Lonart DS Extra,Sunrise Medications,SQQcfaI6hS,B7To12W6srR0k,41,UNKNOWN,Syrup,20mg,60ml bottle,Unknown,Suspicious
Instant Relief Caps,GoodHealth Generics,PENDING,61186801093609194908,yckhJIBr,???,Drops,???,20 tablets,Nigeria,Suspicious
Chlorpheniramine,Chi Pharmaceuticals Ltd,R5-6180,,BT26-4710,2028-08-14,Cream,100mg,20 tablets,Nigeria,Genuine
Emzor Paracetamol,Pharma Deko Plc,G0-1981,6190159446331,BT26-9990,2028-09-12,Suspension,100mg,10 tablets,Nigeria,Genuine
Chlorpheniramine,QuickCure Labs,rkl6o,6193993446062,DYKJaF,,Suspensino,500mg/5ml,5 vials,China,Suspicious
vITAMIN c,BestPills International,  K9-3212 ,6195723501942,UNKNOWN,16/10/2026,Syrup,20mg,30g tube,India,Suspicious
Chloroquine,Juhel Nigeria Ltd,M4-7437,6195193982807,L26-3534,2029-05-27,Capsule,500mg/5ml,30g tube,Nigeria,Genuine
  Diazepam ,Healwell Pharma Ltd,AJ7SRG,496652948305171972,BATCH-068,07/04/2026,Suspension,N/A,1 tube,Ghana,Suspicious
Spironolactone,May & Baker Nigeria Plc,Z8-6214,6198062350400,LOT25-6341,2028-11-15,Sachet,500mg,10 tablets,Nigeria,Genuine
Chloroquine,CureFast Pharmaceuticals,B-66326,ML9uRnLhR9EHf,lHpOQd,23/07/2026,Oitnment,N/A,20 capsules,Pakistan,Suspicious
Super Paracetamol,Sunrise Medications,-8276,PyCLA6C4evgcm,33,20/01/2026,Ointment,???,20 capsules,Nigeria,Suspicious
Ibuprofen,Pfizer Nigeria,J7-4279,6191217271551,BN26-8982,2028-05-28,Syrup,250mg/5ml,1 tube,Nigeria,Genuine
  Lonart ,AlphaHealth Industries,RF-VSWA,6196856888863,WBJ,07/06/2026,Drops,1g,60ml bottle,Ghana,Suspicious
Diazepam,Neimeth International Pharmaceuticals,Y3-6250,6195486401558,L25-8315,2026-08-23,Powder,125mg/5ml,200ml bottle,Nigeria,Genuine
Tramadol,Nigerian German Chemicals Plc,Pje1S1,4444444444444,BATCH-135,UNKNOWN,Ointemnt,400mg,1 tube,China,Suspicious
Artemether Lumefantrine,Chi Pharmaceuticals Ltd,P6-5900,6192086567561,L24-8748,2028-05-23,Suspension,250mg/5ml,200ml bottle,Nigeria,Genuine
Antacid,Evans Medical Plc,A8-8054,6192118233983,LOT25-4479,2029-02-12,Ointment,50mg,1 vial,Nigeria,Genuine
Amoxicilin,SuperCure Pharma,Y-55,429412597,JNhDKJZu,02/11/2026,Syrup,125mg/5ml,30 tablets,China,Suspicious
Promethazine,Chi Pharmaceuticals Ltd,V9-2023,6190768627633,BT24-9206,2027-09-20,Ointment,125mg/5ml,30g tube,Nigeria,Genuine
  ORS ,DrugKing Industries,S0-4195,056260702474857,9,2021-08-08,  Powder ,10mg,10 capsules,Pakistan,Suspicious
Vitamin B Complex,SKG Pharma Ltd,Z7-3953,6196903265517,BT24-7805,2029-02-21,Drops,1g,10 capsules,Nigeria,Genuine
Panado,Hovid Nigeria   Ltd ,KTRPW3,2998651590257846,BATCH-056,24/09/2025,powder,UNKNOWN,BULK,China,Suspicious
Paracetmol,BioFix Pharmaceuticals,N5-660476,6195398852172,BATCH-366,UNKNOWN,cAPSULE,500mg/5ml,5 vials,India,Suspicious
Diclofenac,Fidson Healthcare Plc,E5-6863,6192356178176,BN24-2791,2026-02-20,Syrup,500mg,60ml bottle,Nigeria,Genuine
  Tramadol ,Sanofi Nigeria,S2RRTX,3285071961293321349,BATCH-115,02/11/2025,Suspension,100mg,BULK,Unknown,Suspicious
  Antacid ,MedLine Drugs Ltd,H1-0369,1111111111111,??,???,Cream,400mg,20 tablets,Nigeria,Suspicious
Loperamide,Chi Pharmaceuticals Ltd,C4-6952,6195112747470,BT24-9418,2029-01-12,Injection,20mg,60ml bottle,Nigeria,Genuine
Gentaimcin,DrugKing Industries,cgPC,2983584480,xdUY,N/A,Cream,125mg/5ml,60ml bottle,Pakistan,Suspicious
Doxycycline,GoodHealth Generics,  A8-5437 ,3333333333333,---,07/07/2025,Powder,50mg,60ml bottle,China,Suspicious
Promethazine,SKG Pharma Ltd,I9-9060,6193502080213,LOT25-2148,2029-12-01,Suspension,250mg,30 tablets,Nigeria,Genuine
Prednisolone,Evans Medical Plc,E5-6727,6191360908588,BN26-2115,2026-05-11,Tablet,100mg,10 capsules,Nigeria,Genuine
