DrugName,Manufacturer,NAFDAC_Number,Barcode,BatchNumber,ExpiryDate,DosageForm,Strength,PackageSize,Country,Label,Label_Encoded
omeprazole,tuyil pharmaceutical industries,x1-3527,6195521376032,l25-4798,2027-02-09,cream,250mg/5ml,30g tube,nigeria,Genuine,0
vitamin b complex,evans medical plc,u6-7848,6193453372207,bn24-9728,2026-03-04,drops,100mg,30 tablets,nigeria,Genuine,0
ciprofloxacin,pfizer nigeria,c7-9108,6199876829960,b25-2621,2027-06-17,sachet,200mg,100ml bottle,nigeria,Genuine,0
omeprazole,mopson pharmaceutical ltd,d0-3043,6197490753999,b26-3931,2028-05-10,sachet,125mg/5ml,30 tablets,nigeria,Genuine,0
multivitamin,juhel nigeria ltd,g7-9521,6192143395274,lot24-6516,2029-12-09,sachet,50mg,200ml bottle,nigeria,Genuine,0
lonrat,goodhealth generics,an-bryx,1111111111111,37,13/12/2025,powder,10mg,unknown,nigeria,Suspicious,1
chloroquine,emzor pharmaceutical industries,p2-1130,6193827777119,batch-117,???,suspension,500mg,1 pack,nigeria,Suspicious,1
folic acid,pfizer nigeria,unknown,6196684482370,bt26-3174,2029-10-25,capsule,500mg/5ml,30 tablets,nigeria,Genuine,0
trmaadol,hovid nigeria ltd,l9-770370,6197592041550,68,unknown,suspension,500mg/5ml,200ml bottle,ghana,Suspicious,1
ampiclox,tuyil pharmaceutical industries,w3-6287,6192410397734,b25-4063,2027-08-17,capsule,500mg/5ml,1 vial,nigeria,Genuine,0
spironolactone,biofix pharmaceuticals,vd-nfkf,2222222222222,unknown,unknown,crema,???,1 tube,china,Suspicious,1
erythromycin,tuyil pharmaceutical industries,l4-9552,6195819324264,b25-8129,2028-11-04,powder,20mg,5 vials,nigeria,Genuine,0
cotrimoxazole,tuyil pharmaceutical industries,x8-9626,6199128672870,??,26/09/2026,sachet,1g,10 tablets,unknown,Suspicious,1
multivitamin,dana pharmaceuticals ltd,w4-5908,6198838425363,lot25-2359,2026-06-11,tablet,50mg,100ml bottle,nigeria,Genuine,0
hydrocortisone,curefast pharmaceuticals,d9-627552,349212233998215900,unknown,2021-11-23,tabelt,5mg,1 tube,unknown,Suspicious,1
amoxil,may & baker nigeria plc,t6-2309,6197015959196,lot26-5327,2029-06-24,drops,10mg,100ml bottle,nigeria,Genuine,0
emzor paracetamol,sanofi nigeria,d1-4909,6195996605774,b26-0710,2029-11-24,ointment,125mg/5ml,10 tablets,nigeria,Genuine,0
nifedipine,sanofi nigeria,j7-1272,6195516940972,lot26-9577,2027-12-02,sachet,50mg,30 tablets,nigeria,Genuine,0
amoxil,fidson healthcare plc,l2-7355,6193840911224,lot24-8653,2027-08-25,cream,500mg,20 capsules,nigeria,Genuine,0
tetracycline,sunrise medications,c8-339002,37244,unknown,???,cream,100mg,200ml bottle,india,Suspicious,1
ferrous sulphate,evans medical plc,c-99550,bttgfks5boepc,unknown,unknown,powder,unknown,30g tube,india,Suspicious,1
ampiclox,drugfield pharmaceuticals ltd,y1-3526,6194620952000,lot25-1717,2028-03-14,cream,400mg,60ml bottle,nigeria,Genuine,0
ranitidine,juhel nigeria ltd,t2-7967,6192494514751,lot26-1351,2026-03-25,syrup,10mg,30 tablets,nigeria,Genuine,0
nifedipine,sanofi nigeria,l8-3071,6198190221795,l26-8927,2026-03-10,powder,5mg,100 tablets,nigeria,Genuine,0
lisinopril,nigerian german chemicals plc,d9-6830,6193056418494,bt25-8969,2028-07-15,sachet,500mg,200ml bottle,nigeria,Genuine,0
amoxicillin,pharma deko plc,e3-7054,6194662265403,bn25-5572,2028-04-02,tablet,250mg/5ml,5 vials,nigeria,Genuine,0
lonart,dana pharmaceuticals ltd,f9-1692,6191620478769,b26-6717,2029-11-17,cream,500mg/5ml,1 vial,nigeria,Genuine,0
ibuprofen,skg pharma ltd,k5-1889,6193758997570,bn24-3733,2026-06-12,injection,5mg,200ml bottle,nigeria,Genuine,0
azithromycin,neimeth international pharmaceuticals,q7-6706,6197177514011,bn25-1891,2027-12-08,powder,100mg,200ml bottle,nigeria,Genuine,0
cotrimoxazole,tuyil pharmaceutical industries,a8-1063,6198974748593,b25-6745,2028-02-17,suspension,500mg/5ml,1 vial,nigeria,Genuine,0
tramadol,evans medical plc,o1-8679,6194648877194,bn25-5380,2028-01-03,suspension,125mg/5ml,1 vial,nigeria,Genuine,0
loperamide,pharma deko plc,l5-8743,6199220300442,b25-5087,2029-02-05,sachet,200mg,1 vial,nigeria,Genuine,0
doxycycline,hovid nigeria ltd,z8-8904,6192588744958,l26-2362,2026-12-08,drops,500mg/5ml,1 tube,nigeria,Genuine,0
erythromycin,quickcure labs,r081i1,5591698331,unknown,10/11/2026,tablet,5mg,1 vial,nigeria,Suspicious,1
glibenlcamide,novadrug industries,jknx,nfoepv8fnc8dd,bthbug,unknown,syrup,500mg/5ml,20 capsules,india,Suspicious,1
furosemide,sanofi nigeria,e3-1797,6194501896164,lot24-4033,2029-02-01,suspension,100mg,60ml bottle,nigeria,Genuine,0
amoxil,fidson healthcare plc,e4-1510,6195682996292,bn25-5252,2026-05-14,capsule,50mg,100 tablets,nigeria,Genuine,0
promethazine,pharma deko plc,c1-1914,6198046619639,b26-0273,2029-07-15,ointment,1g,1 vial,nigeria,Genuine,0
paracetmol,pharmafast nigeria,a9-8834,2222222222222,batch-354,13/01/2026,sachet,unknown,1 vial,unknown,Suspicious,1
chlorpheniramine,glaxosmithkline nigeria,w0-8173,6197119918082,bn24-2034,2027-06-06,injection,250mg/5ml,100ml bottle,nigeria,Genuine,0
gentamicin,skg pharma ltd,q2-8435,6194117674125,lot26-2008,2028-02-24,suspension,250mg/5ml,20 tablets,nigeria,Genuine,0
amoxil,skg pharma ltd,-1567,6193695756292,batch-154,27/08/2025,powder,125mg/5ml,5 vials,nigeria,Suspicious,1
augmentin,goodhealth generics,c9xpjbo4q,wrdrw1qqinmbd,unknown,UNKNOWN,suspension,5mg,unknown,unknown,Suspicious,1
amoxicillin,chi pharmaceuticals ltd,r2-7486,6192542041239,bn26-0670,2028-08-15,syrup,500mg,10 capsules,nigeria,Genuine,0
augmenti,medexpress ltd,frt20tf,rsc4b5z5vvrvn,batch-500,unknown,syrup,unknown,5 vials,india,Suspicious,1
diazepam,evans medical plc,e9-1197,6194588679254,bt26-8309,2028-09-12,ointment,50mg,5 vials,nigeria,Genuine,0
promethazine,pharma deko plc,q2-151228,3yfmglvf9yb3r,ykwhgmdp,unknown,tbalet,20mg,1 vial,nigeria,Suspicious,1
metronidazol,drugfield hparmaceuticals ltd,not registered,7777777777777,??,2021-04-22,powdre,125mg/5ml,1 tube,china,Suspicious,1
erythromycin,emzor pharmaceutical industries,r9-4253,6191992550278,bt25-5284,2026-11-14,injection,5mg,1 tube,nigeria,Genuine,0
folic acid,drugking industries,d5-8437,686127793333569420,npxyetl,2022-01-24,onitment,500mg,60ml bottle,nigeria,Suspicious,1
ranitidine,neimeth international pharmaceuticals,m6-8432,6195254599104,bt24-0915,2026-05-15,ointment,50mg,1 vial,nigeria,Genuine,0
super paracetamol,alphahealth industries,hx-hyhw,3876738,batch-279,24/06/2026,drops,125mg/5ml,1 pack,pakistan,Suspicious,1
cotrimoxazole,swiss pharma nigeria ltd,v4-8491,6195107991185,bt26-4445,2027-06-03,suspension,10mg,10 capsules,nigeria,Genuine,0
antacid,curefast pharmaceuticals,p0-2040,309442386020508983,oodneew,2023-10-16,sachet,400mg,200ml bottle,india,Suspicious,1
amoxil,swiss pharma nigeria ltd,j7-9665,6194171594971,bt25-4841,2027-01-11,suspension,50mg,200ml bottle,nigeria,Genuine,0
amoxil,mopson pharmaceutical ltd,o1-8145,6191768802945,bt25-0844,2026-12-07,ointment,50mg,5 vials,nigeria,Genuine,0
cotrimoxazole,evans medical plc,u2-2975,6194764925151,b24-8121,2029-07-16,injection,1g,1 vial,nigeria,Genuine,0
doxycycline,may & baker nigeria plc,e2-4281,6195697252178,lot26-2997,2028-11-02,tablet,50mg,10 capsules,nigeria,Genuine,0
ciprofloxacin,pharma deko plc,t0-7837,6191812054641,l26-5694,2028-09-20,cream,400mg,100ml bottle,nigeria,Genuine,0
ampiclox,dana pharmaceuticals ltd,t4-4183,6191290878142,bn25-1708,2027-12-19,drops,10mg,20 capsules,nigeria,Genuine,0
vitamin c,glaxosmithkline nigeria,c1-1139,6192867120077,bt24-2286,2028-06-22,cream,125mg/5ml,1 vial,nigeria,Genuine,0
prednisolone,evans medical plc,e5-6727,6191360908588,bn26-2115,2026-05-11,tablet,100mg,10 capsules,nigeria,Genuine,0
metronidazole,emzor pharmaceutical industries,t4-3452,6191410527691,b24-9794,2029-09-02,sachet,250mg/5ml,30 tablets,nigeria,Genuine,0
glibenclamide,neimeth international pharmaceuticals,s8-4639,6194301871866,bt25-5306,2026-11-12,ointment,100mg,1 tube,nigeria,Genuine,0
flagly,may & baker nigeria plc,f0-7524,5m2mty3ubz8zx,batch-538,2023-01-05,cream,???,60ml bottle,china,Suspicious,1
ferrous sulphate,may & baker nigeria plc,i7-2314,6195802909041,l24-7802,2029-07-02,injection,250mg/5ml,60ml bottle,nigeria,Genuine,0
paracetmol,drugking industries,c4-1554,0000000000000,dnoxsaa,2020-01-10,tablet,unknown,200ml bottle,india,Suspicious,1
lonart,mopson pharmaceutical ltd,p7-3798,6194599281613,lot26-1262,2028-09-15,ointment,1g,60ml bottle,nigeria,Genuine,0
ciprofloxacn,supercure pharma,7ucsp,5555555555555,??,08/11/2025,powder,500mg/5ml,1 vial,india,Suspicious,1
ranitidine,sanofi nigeria,i1-5082,6192109720218,l24-7946,2028-05-28,powder,10mg,100 tablets,nigeria,Genuine,0
super paracetamol,novadrug industries,-6532,6199096459879,81,24/01/2025,capsule,???,60ml bottle,india,Suspicious,1
amoxciillin,healwell pharma ltd,unknown,6194164776315,ylqkgxyi,13/02/2026,powedr,5mg,30g tube,pakistan,Suspicious,1
lonart ds extra,bioraj pharmaceuticals ltd,u-89,754807,llltu,2021-12-20,capsule,500mg/5ml,1 vial,ghana,Suspicious,1
spironolactone,neimeth international pharmaceuticals,x6-6047,6190270116861,lot26-7160,2027-03-12,syrup,250mg/5ml,30 tablets,nigeria,Genuine,0
omeprazole,healthmax pharma,z6-7077,vmqwcpguwhqzw,dyhrkox,2022-04-03,injection,200mg,200ml bottle,china,Suspicious,1
ors,swiss pharma nigeria ltd,g6-6786,6193377460400,l25-2698,2026-01-24,drops,5mg,10 capsules,nigeria,Genuine,0
gentaimcin,drugking industries,cgpc,2983584480,xduy,unknown,cream,125mg/5ml,60ml bottle,pakistan,Suspicious,1
antacid,bioraj pharmaceuticals ltd,y4-9991,6197920698043,bt24-4753,2027-12-20,injection,500mg,100ml bottle,nigeria,Genuine,0
amlodipine,may & baker nigeria plc,b0-3490,6197221425737,bn25-0533,2028-04-19,capsule,500mg/5ml,100 tablets,nigeria,Genuine,0
tetracycline,glaxosmithkline nigeria,b2-9067,6192614933165,bt25-3222,2028-02-25,ointment,500mg,5 vials,nigeria,Genuine,0
unknown,fidson healthcare plc,s9-5240,6191013721519,bn25-0929,2027-10-14,ointment,50mg,10 tablets,nigeria,Genuine,0
diazepam,healthmax pharma,i0-416963,6193109077180,31,UNKNOWN,suspension,???,100ml bottle,unknown,Suspicious,1
flagyl,dana pharmaceuticals ltd,q7-4545,unknown,unknown,2027-09-10,cream,250mg/5ml,20 capsules,nigeria,Genuine,0
flagyl,glaxosmithkline nigeria,l4-7135,6194470229604,lot25-3632,2027-12-16,tablet,250mg,200ml bottle,nigeria,Genuine,0
metformin,pfizer nigeria,a0-7250,6193140352635,lot25-0833,2027-03-20,suspension,1g,5 vials,nigeria,Genuine,0
vitamin c,topnotch drugs ltd,m-46,4444444444444,91,2023-04-16,sachet,500mg,100ml bottle,pakistan,Suspicious,1
chloroquine,curefast pharmaceuticals,-6389,6199308227814,batch-435,2023-10-17,syrup,250mg,1 pack,china,Suspicious,1
augmenti,supercure pharma,not registered,3vhjvr4rscbvz,10,unknown,saceht,50mg,5 vials,unknown,Suspicious,1
ors,wonderdrug co,not registered,fnvgnspd0eknq,48,UNKNOWN,syrup,50mg,200ml bottle,ghana,Suspicious,1
emzor paracetamol,skg pharma ltd,m2-4272,6193477433267,b24-1509,2026-11-22,capsule,200mg,10 tablets,nigeria,Genuine,0
magic cure pill,novadrug industries,qe-hwje,138078,72,18/01/2026,ointment,1g,1 tube,pakistan,Suspicious,1
nifedipine,sanofi nigeria,n8-7492,6198008529464,b24-2606,2026-11-22,drops,50mg,10 capsules,nigeria,Genuine,0
glibenclamide,mopson pharmaceutical ltd,g0-2281,6192398472300,bt25-2259,2026-03-18,injection,50mg,20 tablets,nigeria,Genuine,0
amaetm,evans medical plc,77e799,5962751934,unknown,unknown,capsule,1g,1 vial,unknown,Suspicious,1
magic cure pill,novadrug industries,e6eyox,6194460957722,batch-544,2020-11-18,suspensino,400mg,10 tablets,pakistan,Suspicious,1
super paracetamol,supercure pharma,none,37522964842109222514,batch-396,unknown,drops,???,30g tube,unknown,Suspicious,1
amoxil,curefast pharmaceuticals,ah-ecuy,ghzeknuir1y2d,29,2022-07-14,tablet,400mg,100ml bottle,pakistan,Suspicious,1
nifedipine,pharma deko plc,v8-5684,6196081062007,bt25-2736,2028-11-09,syrup,500mg,1 tube,nigeria,Genuine,0
amoxicillin,fidson healthcare plc,j3-7625,6193495788561,b25-5864,2029-05-10,injection,200mg,20 tablets,nigeria,Genuine,0
augmentin,chi pharmaceuticals ltd,h9-9473,6199830650319,bt24-9157,2026-05-03,powder,400mg,100ml bottle,nigeria,Genuine,0
paracetamol,nigerian german chemicals plc,n7-5227,6199843624185,l24-3571,2029-10-02,suspension,20mg,30 tablets,nigeria,Genuine,0
ors,medexpress ltd,j6-6935,6195317087302,meim,07/07/2026,suspension,500mg/5ml,1 pack,china,Suspicious,1
flagy,pharmaplus international,ek-lmmo,7777777777777,rqzz,2022-04-25,powder,10mg,unknown,unknown,Suspicious,1
panado,healthmax pharma,63rjlb,0000000000000,batch-761,08/08/2025,ointment,unknown,20 tablets,india,Suspicious,1
paracetmol,sanofi nigeria,pq-zwyq,tqnpxr0cy4kax,batch-227,19/02/2026,talbet,125mg/5ml,60ml bottle,pakistan,Suspicious,1
flagyl,chi pharmaceuticals ltd,v9-6531,6199001094393,l26-0596,2029-11-18,injection,125mg/5ml,10 capsules,nigeria,Genuine,0
amoxil,novadrug industries,pending,0000000000000,batch-742,2021-08-09,injection,unknown,10 tablets,pakistan,Suspicious,1
ferrous sulphate,neimeth international pharmaceuticals,r0-3930,6197481242112,lot24-9248,2029-11-17,syrup,10mg,10 tablets,nigeria,Genuine,0
prednisolone,juhel nigeria ltd,y3-4876,6191266109416,bn26-1294,2029-06-20,tablet,100mg,20 capsules,nigeria,Genuine,0
azithromycin,pharma deko plc,5muiv,8pm1oycfr97qm,vuwwsd,2023-04-27,cream,400mg,100 tablets,ghana,Suspicious,1
flagyl,evans medical plc,e6-5563,6192364281318,b24-9481,2027-05-18,drops,20mg,30 tablets,nigeria,Genuine,0
erythromycin,neimeth international pharmaceuticals,e2-8749,6190267288571,lot25-9310,2026-07-04,syrup,500mg,100 tablets,nigeria,Genuine,0
chlorpheniramine,fidson healthcare plc,v3-7615,6191939909169,b26-8665,2028-05-07,cream,200mg,10 capsules,nigeria,Genuine,0
emzor paracetamol,mopson pharmaceutical ltd,p1-8175,6193203093765,bn26-5141,2029-09-27,drops,500mg,10 tablets,nigeria,Genuine,0
amoxicillin,bioraj pharmaceuticals ltd,d8-7519,6197024403307,lot26-2125,2029-11-13,syrup,250mg/5ml,10 capsules,nigeria,Genuine,0
lisinopril,tuyil pharmaceutical industries,h0-9655,6190695814670,bn25-5781,2029-12-14,tablet,100mg,10 capsules,nigeria,Genuine,0
vitamin cc,bestpills international,-4010,699452,pegmfv,2023-11-13,sachet,250mg,10 capsules,china,Suspicious,1
diclofenac,emzor pharmaceutical industries,q7-1011,6195932525005,bt26-2420,2026-09-28,cream,250mg,20 capsules,nigeria,Genuine,0
coartem,sanofi nigeria,k1-7467,6193211197875,bn26-0891,2027-04-19,capsule,125mg/5ml,5 vials,nigeria,Genuine,0
folic acid,pharma deko plc,t8-2894,6196934060884,bt25-7166,2026-11-11,sachet,10mg,5 vials,nigeria,Genuine,0
diclofenac,mopson pharmaceutical ltd,s5-5771,6194294774229,bt26-4889,2029-05-21,suspension,500mg,100 tablets,nigeria,Genuine,0
coartem,medline drugs ltd,none,6191493181377,98,2021-09-24,tabelt,500mg,100ml bottle,nigeria,Suspicious,1
amoxicilin,healthmax pharma,pending,927431266656023,52,2023-06-11,powder,400mg,200ml bottle,unknown,Suspicious,1
paracetmol,novadrug industries,n9-2676,6198962980561,1,2023-11-12,suspension,unknown,unknown,nigeria,Suspicious,1
megavit plus,goodhealth generics,s-84,6194814140138,batch-635,2020-05-28,syrup,125mg/5ml,10 capsules,nigeria,Suspicious,1
artemether lumefantrine,pfizer nigeria,a2-6789,6195618444217,b24-9936,2029-05-16,powder,500mg/5ml,20 tablets,nigeria,Genuine,0
amoxiclilin,healthmax pharma,-9597,zctnos7p7sw2k,unknown,unknown,tbalet,100mg,1 pack,unknown,Suspicious,1
erythromycin,biofix pharmaceuticals,m8-9548,6199244940396,batch-096,14/02/2025,ijnection,50mg,100ml bottle,nigeria,Suspicious,1
amoxicilin,goodhealth generics,lu-hvjv,859271436,batch-492,UNKNOWN,drops,20mg,unknown,nigeria,Suspicious,1
ibuprofen,mopson pharmaceutical ltd,w8-7399,6198122595727,lot26-5063,2029-02-27,drops,20mg,100ml bottle,nigeria,Genuine,0
ors,neimeth international pharmaceuticals,nzaf9k,192474350697820,65,05/02/2025,syrup,400mg,60ml bottle,pakistan,Suspicious,1
hydrocortisone,chi pharmaceuticals ltd,y6-4312,6194755752254,bn24-3209,2028-09-23,powder,400mg,30g tube,nigeria,Genuine,0
diclofenac,swiss pharma nigeria ltd,z9-9550,6197698936521,b25-4671,2029-02-14,capsule,1g,30g tube,nigeria,Genuine,0
ranitidine,neimeth international pharmaceuticals,a0-5076,6193542168940,bt24-0849,2028-05-15,powder,1g,200ml bottle,nigeria,Genuine,0
magic cure pill,alphahealth industries,n7-133847,7777777777777,xgrshsa,2023-09-17,injection,unknown,10 capsules,india,Suspicious,1
lonart,bioraj pharmaceuticals ltd,n3-9774,6195588195973,l24-1643,2029-09-17,tablet,250mg/5ml,10 tablets,nigeria,Genuine,0
tramadol,hovid nigeria ltd,q6-9951,6193452734662,l25-1449,2029-01-16,capsule,10mg,200ml bottle,nigeria,Genuine,0
ors,medexpress ltd,-6260,6191979336864,jmdjbdy,UNKNOWN,tablet,250mg/5ml,1 tube,pakistan,Suspicious,1
amoxiicllin,wonderdrug co,cpht10,6192458198706,batch-033,2020-06-07,ointmnet,???,10 capsules,unknown,Suspicious,1
loperamide,chi pharmaceuticals ltd,r1-2070,6193904383035,lot24-9440,2026-10-26,drops,500mg,10 tablets,nigeria,Genuine,0
omeprazole,glaxosmithkline nigeria,i4-5433,6197189395301,b25-9522,2026-07-16,ointment,400mg,1 tube,nigeria,Genuine,0
promethazine,pharma deko plc,c8-5177,6194626714626,b24-1256,2028-11-23,suspension,unknown,20 capsules,nigeria,Genuine,0
vitamin cc,medline drugs ltd,er-zrgh,2465684154635175,unknown,25/02/2026,capsule,500mg/5ml,30g tube,india,Suspicious,1
prednisolone,dana pharmaceuticals ltd,a0-9419,6196966101685,bt24-1430,2027-10-11,tablet,500mg,20 tablets,nigeria,Genuine,0
nifedipine,may & baker nigeria plc,j5-2448,6199577825582,b24-5354,2028-07-06,sachet,20mg,20 capsules,nigeria,Genuine,0
lonart,dana pharmaceuticals ltd,m7-5049,6190371837641,lot24-0791,2026-05-16,injection,200mg,20 capsules,nigeria,Genuine,0
lonart,evans medical plc,q4-7691,6195648236622,b26-5030,2029-09-27,tablet,400mg,10 capsules,nigeria,Genuine,0
amoxicilin,biofix pharmaceuticals,v-99,zicobgkqjpkd1,unknown,18/06/2026,powder,500mg,1 tube,pakistan,Suspicious,1
amoxicillin,pfizer nigeria,d8-5578,6193579786308,lot24-6001,2026-12-11,drops,200mg,1 vial,nigeria,Genuine,0
ciprofloxacn,fastrelief drugs,sxmrczsg,0000000000000,90,2023-07-06,sachet,100mg,1 tube,nigeria,Suspicious,1
diclofenac,unknown,y3-2083,6192797573660,bn26-6332,2028-07-20,sachet,1g,200ml bottle,nigeria,Genuine,0
amoxil,hovid nigeria ltd,u0-2498,6191950927111,lot24-7102,2026-12-02,cream,200mg,30g tube,nigeria,Genuine,0
amlodipine,wonderdrug co,j2-4018,26625650,batch-300,2020-05-28,injection,500mg,30g tube,pakistan,Suspicious,1
glibenclamide,dana pharmaceuticals ltd,n8-4127,6191472760128,bt26-7395,2029-08-01,drops,1g,100 tablets,nigeria,Genuine,0
erythromycin,pharma deko plc,d8-7593,6193239791376,b25-6445,2028-11-12,suspension,500mg,10 tablets,nigeria,Genuine,0
lonart ds extra,sunrise medications,sqqcfai6hs,b7to12w6srr0k,41,UNKNOWN,syrup,20mg,60ml bottle,unknown,Suspicious,1
instant relief caps,goodhealth generics,pending,61186801093609194908,yckhjibr,???,drops,???,20 tablets,nigeria,Suspicious,1
chlorpheniramine,chi pharmaceuticals ltd,r5-6180,unknown,bt26-4710,2028-08-14,cream,100mg,20 tablets,nigeria,Genuine,0
emzor paracetamol,pharma deko plc,g0-1981,6190159446331,bt26-9990,2028-09-12,suspension,100mg,10 tablets,nigeria,Genuine,0
chlorpheniramine,quickcure labs,rkl6o,6193993446062,dykjaf,unknown,suspensino,500mg/5ml,5 vials,china,Suspicious,1
vitamin c,bestpills international,k9-3212,6195723501942,unknown,16/10/2026,syrup,20mg,30g tube,india,Suspicious,1
chloroquine,juhel nigeria ltd,m4-7437,6195193982807,l26-3534,2029-05-27,capsule,500mg/5ml,30g tube,nigeria,Genuine,0
diazepam,healwell pharma ltd,aj7srg,496652948305171972,batch-068,07/04/2026,suspension,unknown,1 tube,ghana,Suspicious,1
spironolactone,may & baker nigeria plc,z8-6214,6198062350400,lot25-6341,2028-11-15,sachet,500mg,10 tablets,nigeria,Genuine,0
chloroquine,curefast pharmaceuticals,b-66326,ml9urnlhr9ehf,lhpoqd,23/07/2026,oitnment,unknown,20 capsules,pakistan,Suspicious,1
super paracetamol,sunrise medications,-8276,pycla6c4evgcm,33,20/01/2026,ointment,???,20 capsules,nigeria,Suspicious,1
ibuprofen,pfizer nigeria,j7-4279,6191217271551,bn26-8982,2028-05-28,syrup,250mg/5ml,1 tube,nigeria,Genuine,0
lonart,alphahealth industries,rf-vswa,6196856888863,wbj,07/06/2026,drops,1g,60ml bottle,ghana,Suspicious,1
diazepam,neimeth international pharmaceuticals,y3-6250,6195486401558,l25-8315,2026-08-23,powder,125mg/5ml,200ml bottle,nigeria,Genuine,0
tramadol,nigerian german chemicals plc,pje1s1,4444444444444,batch-135,UNKNOWN,ointemnt,400mg,1 tube,china,Suspicious,1
artemether lumefantrine,chi pharmaceuticals ltd,p6-5900,6192086567561,l24-8748,2028-05-23,suspension,250mg/5ml,200ml bottle,nigeria,Genuine,0
antacid,evans medical plc,a8-8054,6192118233983,lot25-4479,2029-02-12,ointment,50mg,1 vial,nigeria,Genuine,0
amoxicilin,supercure pharma,y-55,429412597,jnhdkjzu,02/11/2026,syrup,125mg/5ml,30 tablets,china,Suspicious,1
promethazine,chi pharmaceuticals ltd,v9-2023,6190768627633,bt24-9206,2027-09-20,ointment,125mg/5ml,30g tube,nigeria,Genuine,0
